session,species,var,SVC_tl,SVC_abundance
267,tomtate,5,7,1
267,bluehead wrasse,5,11,1
267,french grunt,5,12,1
267,striped parrotfish,5,3,1
267,spanish grunt,5,18,1
268,cocoa damselfish,1,8,1
268,stoplight parrotfish,1,12,1
268,bluestriped grunt,1,8,1
268,striped parrotfish,1,9,1
268,french grunt,1,7,1
268,white grunt,1,9,1
268,brown chromis,1,7,1
268,caesar grunt,1,9,1
268,sergeant major,1,7,1
268,white grunt,2,9.5,1.75
268,brown chromis,2,7.75,1.25
268,caesar grunt,2,10,1.5
268,sergeant major,2,7.5,0.25
268,stoplight parrotfish,3,12,1
268,porcupinefish,3,15,1
268,sharpnose puffer,3,10,1
268,bluestriped grunt,3,9.5,1
268,striped parrotfish,3,8.5,2
268,french grunt,3,8.5,2
268,white grunt,3,10,5.5
268,brown chromis,3,8.5,4.5
268,caesar grunt,3,11,5
268,sergeant major,3,8,2.5
268,white grunt,4,10.5,1.75
268,brown chromis,4,9.25,1.25
268,caesar grunt,4,12,1.5
268,sergeant major,4,8.5,0.25
268,cocoa damselfish,5,9,1
268,stoplight parrotfish,5,14,1
268,bluestriped grunt,5,11,1
268,striped parrotfish,5,8,1
268,french grunt,5,10,1
268,white grunt,5,11,1
268,brown chromis,5,10,1
268,caesar grunt,5,13,1
268,sergeant major,5,9,1
269,bicolor damselfish,1,5,1
269,mahogany snapper,1,12,1
269,bluestriped grunt,1,10,1
269,redband parrotfish,1,10,1
269,striped parrotfish,1,4,1
269,spanish grunt,1,8,1
269,bluehead wrasse,1,4,1
269,sergeant major,1,1,1
269,clown wrasse,1,4,1
269,striped parrotfish,2,5,2.75
269,spanish grunt,2,8.75,0.25
269,bluehead wrasse,2,5.5,3.75
269,sergeant major,2,2,2
269,clown wrasse,2,4.5,1.5
269,ocean surgeonfish,3,9,1
269,bucktooth parrotfish,3,6,1
269,bluehead wrasse,3,8,1
269,bluestriped grunt,3,11,1
269,redband parrotfish,3,11,1
269,striped parrotfish,3,6,7.5
269,spanish grunt,3,9.5,2.5
269,bluehead wrasse,3,7,9.5
269,sergeant major,3,3,6
269,clown wrasse,3,5,5
269,striped parrotfish,4,7,2.75
269,spanish grunt,4,10.25,0.25
269,bluehead wrasse,4,8.5,3.75
269,sergeant major,4,4,2
269,clown wrasse,4,5.5,1.5
269,bicolor damselfish,5,6,1
269,mahogany snapper,5,18,1
269,bluestriped grunt,5,12,1
269,redband parrotfish,5,12,1
269,striped parrotfish,5,8,1
269,spanish grunt,5,11,1
269,bluehead wrasse,5,10,1
269,sergeant major,5,5,1
269,clown wrasse,5,6,1
270,clown wrasse,1,7,1
270,striped parrotfish,1,3,1
270,striped parrotfish,2,3.75,0.75
270,hogfish,3,14,1
270,bluestriped grunt,3,10,1
270,redband parrotfish,3,9,1
270,porkfish,3,22,1
270,striped parrotfish,3,4.5,3.5
270,striped parrotfish,4,5.25,0.75
270,clown wrasse,5,8,1
270,striped parrotfish,5,6,1
271,gray snapper,1,16,1
271,redband parrotfish,1,12,1
271,bluestriped grunt,1,15,1
271,stoplight parrotfish,1,7,1
271,caesar grunt,1,15,1
271,striped parrotfish,1,4,1
271,caesar grunt,2,15.75,1
271,striped parrotfish,2,4.75,1.75
271,white grunt,3,14,1
271,bar jack,3,10,1
271,gray snapper,3,18,1
271,redband parrotfish,3,14.5,1
271,bluestriped grunt,3,16.5,2
271,stoplight parrotfish,3,12,2
271,caesar grunt,3,16.5,4
271,striped parrotfish,3,5.5,5.5
271,caesar grunt,4,17.25,1
271,striped parrotfish,4,6.25,1.75
271,gray snapper,5,20,1
271,redband parrotfish,5,17,1
271,bluestriped grunt,5,18,1
271,stoplight parrotfish,5,17,1
271,caesar grunt,5,18,1
271,striped parrotfish,5,7,1
272,bicolor damselfish,1,5,1
272,sergeant major,1,4,1
272,beaugregory,1,5,1
272,gray angelfish,1,14,1
272,white grunt,1,14,1
272,striped parrotfish,1,4,1
272,spanish grunt,1,6,1
272,striped parrotfish,2,4.75,1.75
272,spanish grunt,2,7,0.25
272,yellowtail snapper,3,12,1
272,chub sp.,3,20,1
272,bluehead wrasse,3,9,1
272,cocoa damselfish,3,6,1
272,clown wrasse,3,8,1
272,red grouper,3,25,1
272,sergeant major,3,5,1
272,beaugregory,3,5.5,1
272,gray angelfish,3,18.5,1
272,white grunt,3,16,2
272,striped parrotfish,3,5.5,5.5
272,spanish grunt,3,8,2.5
272,striped parrotfish,4,6.25,1.75
272,spanish grunt,4,9,0.25
272,bicolor damselfish,5,6,1
272,sergeant major,5,6,1
272,beaugregory,5,6,1
272,gray angelfish,5,23,1
272,white grunt,5,18,1
272,striped parrotfish,5,7,1
272,spanish grunt,5,10,1
273,caesar grunt,1,15,1
273,foureye butterflyfish,1,4,1
273,hogfish,1,14,1
273,beaugregory,1,4,1
273,gray snapper,1,14,1
273,sergeant major,1,5,1
273,striped parrotfish,1,4,1
273,gray snapper,2,16,4.25
273,sergeant major,2,5.5,1
273,striped parrotfish,2,4.75,2.75
273,butter hamlet,3,10,1
273,mahogany snapper,3,20,1
273,yellowtail snapper,3,13,1
273,french grunt,3,10,1
273,spotted moray,3,60,1
273,hogfish,3,19.5,1
273,beaugregory,3,5,1
273,gray snapper,3,18,10.5
273,sergeant major,3,6,4
273,striped parrotfish,3,5.5,7.5
273,gray snapper,4,20,4.25
273,sergeant major,4,6.5,1
273,striped parrotfish,4,6.25,2.75
273,caesar grunt,5,18,1
273,foureye butterflyfish,5,5,1
273,hogfish,5,25,1
273,beaugregory,5,6,1
273,gray snapper,5,22,1
273,sergeant major,5,7,1
273,striped parrotfish,5,7,1
274,white grunt,1,11,1
274,stoplight parrotfish,1,4,1
274,striped parrotfish,1,4,1
274,caesar grunt,1,11,1
274,gray snapper,1,15,1
274,bluestriped grunt,1,10,1
274,lane snapper,1,12,1
274,spanish grunt,1,5,1
274,tomtate,1,4,1
274,french grunt,1,5,1
274,caesar grunt,2,11.25,1
274,gray snapper,2,16.25,2.75
274,bluestriped grunt,2,11.25,1.75
274,lane snapper,2,12.75,0.25
274,spanish grunt,2,5.5,0.75
274,tomtate,2,4.5,1.5
274,french grunt,2,5.5,0.25
274,barracuda,3,45,1
274,spotfin butterflyfish,3,9,1
274,stoplight parrotfish,3,6,1
274,striped parrotfish,3,4.5,1
274,caesar grunt,3,11.5,4
274,gray snapper,3,17.5,7.5
274,bluestriped grunt,3,12.5,5.5
274,lane snapper,3,13.5,2.5
274,spanish grunt,3,6,3.5
274,tomtate,3,5,5
274,french grunt,3,6,2.5
274,caesar grunt,4,11.75,1
274,gray snapper,4,18.75,2.75
274,bluestriped grunt,4,13.75,1.75
274,lane snapper,4,14.25,0.25
274,spanish grunt,4,6.5,0.75
274,tomtate,4,5.5,1.5
274,french grunt,4,6.5,0.25
274,white grunt,5,12,1
274,stoplight parrotfish,5,8,1
274,striped parrotfish,5,5,1
274,caesar grunt,5,12,1
274,gray snapper,5,20,1
274,bluestriped grunt,5,15,1
274,lane snapper,5,15,1
274,spanish grunt,5,7,1
274,tomtate,5,6,1
274,french grunt,5,7,1
